Roll,Pitch,Yaw
-1.617027,0.742245,0.000000
-1.782409,0.682793,0.000000
-1.558556,0.713570,-0.000000
-1.646396,0.719792,0.000000
-1.609889,0.685841,-0.000000
-1.910990,0.678822,0.000000
-1.748132,0.694718,0.000000
-1.549985,0.721329,0.000000
-1.880075,0.705323,0.000000
